content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Sangat jelek mau melakukan pembelian pulsa selalu gagal dengan embel"" sistem sedang sibuk"" padahal sinyal sangat bagus sangat lancar dan ini terjadi selama 3 hari lebih berturut turut apakah tidak ada perbaikan sama sekali saya kasih bintang 1 karna tidak ada perbaikan sama sekali",1,Negatif,sangat jelek mau melakukan pembelian pulsa selalu gagal dengan embel sistem sedang sibuk padahal sinyal sangat bagus sangat lancar dan ini terjadi selama  hari lebih berturut turut apakah tidak ada perbaikan sama sekali saya kasih bintang  karna tidak ada perbaikan sama sekali,jelek pembelian pulsa gagal embel sistem sibuk sinyal bagus lancar perbaikan kasih bintang karna perbaikan,"['jelek', 'pembelian', 'pulsa', 'gagal', 'embel', 'sistem', 'sibuk', 'sinyal', 'bagus', 'lancar', 'perbaikan', 'kasih', 'bintang', 'karna', 'perbaikan']",jelek beli pulsa gagal embel sistem sibuk sinyal bagus lancar baik kasih bintang karna baik
"Semoga kedepen nya bisa ofline juga, biar ketika tf atau beli paket atau data gak mesti menggunakan data selular atau wifi, soalnya gua ngalamin mau beli paket data, sedangkan kita meski harus punya data internet dulu, apa lagi kalau keadaan darurat",5,Positif,semoga kedepen nya bisa ofline juga biar ketika tf atau beli paket atau data gak mesti menggunakan data selular atau wifi soalnya gua ngalamin mau beli paket data sedangkan kita meski harus punya data internet dulu apa lagi kalau keadaan darurat,semoga kedepen nya ofline biar tf beli paket data gak mesti data selular wifi gua ngalamin beli paket data data internet darurat,"['semoga', 'kedepen', 'nya', 'ofline', 'biar', 'tf', 'beli', 'paket', 'data', 'gak', 'mesti', 'data', 'selular', 'wifi', 'gua', 'ngalamin', 'beli', 'paket', 'data', 'data', 'internet', 'darurat']",moga kedepen nya ofline biar tf beli paket data gak mesti data selular wifi gua ngalamin beli paket data data internet darurat
"Maaf Dana, saya kasih bintang 1. Udh 2x kecewa, tahun lalu sya pernah install, dipersulit di upload KTP. Trus kmaren saya install lagi.. Berhasil upload KTP, pas pembayaran nunggu OTP SMS, 3 jam gamasuk² sms'y. Tolong pihak pengembang, tolong diperbaiki. CS jga tolong lebih cepat menangani msalah . Makasih ..",1,Negatif,maaf dana saya kasih bintang  udh x kecewa tahun lalu sya pernah install dipersulit di upload ktp trus kmaren saya install lagi berhasil upload ktp pas pembayaran nunggu otp sms  jam gamasuk smsy tolong pihak pengembang tolong diperbaiki cs jga tolong lebih cepat menangani msalah  makasih ,maaf dana kasih bintang udh x kecewa sya install dipersulit upload ktp trus kmaren install berhasil upload ktp pas pembayaran nunggu otp sms jam gamasuk smsy tolong pengembang tolong diperbaiki cs jga tolong cepat menangani msalah makasih,"['maaf', 'dana', 'kasih', 'bintang', 'udh', 'x', 'kecewa', 'sya', 'install', 'dipersulit', 'upload', 'ktp', 'trus', 'kmaren', 'install', 'berhasil', 'upload', 'ktp', 'pas', 'pembayaran', 'nunggu', 'otp', 'sms', 'jam', 'gamasuk', 'smsy', 'tolong', 'pengembang', 'tolong', 'diperbaiki', 'cs', 'jga', 'tolong', 'cepat', 'menangani', 'msalah', 'makasih']",maaf dana kasih bintang udh x kecewa sya install sulit upload ktp trus kmaren install hasil upload ktp pas bayar nunggu otp sms jam gamasuk smsy tolong kembang tolong baik cs jga tolong cepat tangan msalah makasih
"Awal nya lancar, makin kesini makin payah, setiap mau TF sistem sibuk terus... Mohon di perbaiki, makin kesini makin parah, transakasi banyak kendala...! Makasih",1,Negatif,awal nya lancar makin kesini makin payah setiap mau tf sistem sibuk terus mohon di perbaiki makin kesini makin parah transakasi banyak kendala makasih,nya lancar kesini payah tf sistem sibuk mohon perbaiki kesini parah transakasi kendala makasih,"['nya', 'lancar', 'kesini', 'payah', 'tf', 'sistem', 'sibuk', 'mohon', 'perbaiki', 'kesini', 'parah', 'transakasi', 'kendala', 'makasih']",nya lancar kesini payah tf sistem sibuk mohon baik kesini parah transakasi kendala makasih
"Apk yang bagus namun ,masih terjadi marak nya penipuan menggunakan apk dana,saat minta bantuan ke costumer dana,malah dibales secara singkat dan sepele,dan Blum ada konfirmasi dari pihak dana yang lengkap dan detail,tolong untuk pihak dana tingkatan lagi keamanan dan costumer yang niat kerja dan memberikan bantuan yang detail, bukan di bales denagn sepele dan singkat lalu menghilang,seperti tidak memperdulikan para keluhan pengguna apk dana",1,Negatif,apk yang bagus namun masih terjadi marak nya penipuan menggunakan apk danasaat minta bantuan ke costumer danamalah dibales secara singkat dan sepeledan blum ada konfirmasi dari pihak dana yang lengkap dan detailtolong untuk pihak dana tingkatan lagi keamanan dan costumer yang niat kerja dan memberikan bantuan yang detail bukan di bales denagn sepele dan singkat lalu menghilangseperti tidak memperdulikan para keluhan pengguna apk dana,apk bagus marak nya penipuan apk danasaat bantuan costumer danamalah dibales singkat sepeledan blum konfirmasi dana lengkap detailtolong dana tingkatan keamanan costumer niat kerja bantuan detail bales denagn sepele singkat menghilangseperti memperdulikan keluhan pengguna apk dana,"['apk', 'bagus', 'marak', 'nya', 'penipuan', 'apk', 'danasaat', 'bantuan', 'costumer', 'danamalah', 'dibales', 'singkat', 'sepeledan', 'blum', 'konfirmasi', 'dana', 'lengkap', 'detailtolong', 'dana', 'tingkatan', 'keamanan', 'costumer', 'niat', 'kerja', 'bantuan', 'detail', 'bales', 'denagn', 'sepele', 'singkat', 'menghilangseperti', 'memperdulikan', 'keluhan', 'pengguna', 'apk', 'dana']",apk bagus marak nya tipu apk danasaat bantu costumer danamalah dibales singkat sepeledan blum konfirmasi dana lengkap detailtolong dana tingkat aman costumer niat kerja bantu detail bales denagn sepele singkat menghilangseperti duli keluh guna apk dana
"aplikasi apaan ini. harus upgrade premium dulu. saat mau upgrade premium,foto KTP selalu di tolak. mana sudah top up 100 ribu. jadi ga bisa diapa-apain uangnya....sumpah nyesel bgt pakai dana......",1,Negatif,aplikasi apaan ini harus upgrade premium dulu saat mau upgrade premiumfoto ktp selalu di tolak mana sudah top up  ribu jadi ga bisa diapaapain uangnyasumpah nyesel bgt pakai dana,aplikasi upgrade premium upgrade premiumfoto ktp tolak top up ribu ga diapaapain uangnyasumpah nyesel bgt pakai dana,"['aplikasi', 'upgrade', 'premium', 'upgrade', 'premiumfoto', 'ktp', 'tolak', 'top', 'up', 'ribu', 'ga', 'diapaapain', 'uangnyasumpah', 'nyesel', 'bgt', 'pakai', 'dana']",aplikasi upgrade premium upgrade premiumfoto ktp tolak top up ribu ga diapaapain uangnyasumpah nyesel bgt pakai dana
"Top up e money tp tnyta saldo nya tdk bertambah, chat ke pusat bantuan tp ga ada respon yg memuaskan hanya di jwb otomatis by mesin, sdh bbrpa kali dan bbrp hari. Jd uang top up nya hilang entah kemana...mengecewakan. kapok pakai aplikasi ini",1,Negatif,top up e money tp tnyta saldo nya tdk bertambah chat ke pusat bantuan tp ga ada respon yg memuaskan hanya di jwb otomatis by mesin sdh bbrpa kali dan bbrp hari jd uang top up nya hilang entah kemanamengecewakan kapok pakai aplikasi ini,top up e money tp tnyta saldo nya tdk bertambah chat pusat bantuan tp ga respon yg memuaskan jwb otomatis by mesin sdh bbrpa kali bbrp jd uang top up nya hilang kemanamengecewakan kapok pakai aplikasi,"['top', 'up', 'e', 'money', 'tp', 'tnyta', 'saldo', 'nya', 'tdk', 'bertambah', 'chat', 'pusat', 'bantuan', 'tp', 'ga', 'respon', 'yg', 'memuaskan', 'jwb', 'otomatis', 'by', 'mesin', 'sdh', 'bbrpa', 'kali', 'bbrp', 'jd', 'uang', 'top', 'up', 'nya', 'hilang', 'kemanamengecewakan', 'kapok', 'pakai', 'aplikasi']",top up e money tp tnyta saldo nya tdk tambah chat pusat bantu tp ga respon yg muas jwb otomatis by mesin sdh bbrpa kali bbrp jd uang top up nya hilang kemanamengecewakan kapok pakai aplikasi
"Tolong, respon nya. Uang saya tiba2 ke potong bima+ pdahal ga beli apa2 pakai bima+ aja nggak. Ngadu ke cs lama respon nya. Tolong dong. Saya uda terlanjur percaya sama dana.",1,Negatif,tolong respon nya uang saya tiba ke potong bima pdahal ga beli apa pakai bima aja nggak ngadu ke cs lama respon nya tolong dong saya uda terlanjur percaya sama dana,tolong respon nya uang potong bima pdahal ga beli pakai bima aja nggak ngadu cs respon nya tolong uda terlanjur percaya dana,"['tolong', 'respon', 'nya', 'uang', 'potong', 'bima', 'pdahal', 'ga', 'beli', 'pakai', 'bima', 'aja', 'nggak', 'ngadu', 'cs', 'respon', 'nya', 'tolong', 'uda', 'terlanjur', 'percaya', 'dana']",tolong respon nya uang potong bima pdahal ga beli pakai bima aja nggak ngadu cs respon nya tolong uda lanjur percaya dana
"Dana emang hadehh tadi dpt balesan gmail dari dana katanya akun saya udah di aktifin eh malah pas gw cba login ga bisa ad keterangan,Yah, Update aplikasi ke versi terbaru padahal di hp saya udah versi terbaru,dah gaje",1,Negatif,dana emang hadehh tadi dpt balesan gmail dari dana katanya akun saya udah di aktifin eh malah pas gw cba login ga bisa ad keteranganyah update aplikasi ke versi terbaru padahal di hp saya udah versi terbarudah gaje,dana emang hadehh dpt balesan gmail dana akun udah aktifin eh pas gw cba login ga ad keteranganyah update aplikasi versi terbaru hp udah versi terbarudah gaje,"['dana', 'emang', 'hadehh', 'dpt', 'balesan', 'gmail', 'dana', 'akun', 'udah', 'aktifin', 'eh', 'pas', 'gw', 'cba', 'login', 'ga', 'ad', 'keteranganyah', 'update', 'aplikasi', 'versi', 'terbaru', 'hp', 'udah', 'versi', 'terbarudah', 'gaje']",dana emang hadehh dpt balesan gmail dana akun udah aktifin eh pas gw cba login ga ad keteranganyah update aplikasi versi baru hp udah versi terbarudah gaje
"Mau bayar pake DANA dari app game, pop up dana muncul dilayar, tapi langsung menuju home. Tidak ada konfirmasi untuk pembayaran keluar di layar. Mau transfer gagal terus karna gagal premium berulang kali, jadi saldo g bisa dikeluarkan dari DANA!",1,Negatif,mau bayar pake dana dari app game pop up dana muncul dilayar tapi langsung menuju home tidak ada konfirmasi untuk pembayaran keluar di layar mau transfer gagal terus karna gagal premium berulang kali jadi saldo g bisa dikeluarkan dari dana,bayar pake dana app game pop up dana muncul dilayar langsung home konfirmasi pembayaran layar transfer gagal karna gagal premium berulang kali saldo g dikeluarkan dana,"['bayar', 'pake', 'dana', 'app', 'game', 'pop', 'up', 'dana', 'muncul', 'dilayar', 'langsung', 'home', 'konfirmasi', 'pembayaran', 'layar', 'transfer', 'gagal', 'karna', 'gagal', 'premium', 'berulang', 'kali', 'saldo', 'g', 'dikeluarkan', 'dana']",bayar pake dana app game pop up dana muncul layar langsung home konfirmasi bayar layar transfer gagal karna gagal premium ulang kali saldo g keluar dana
"aplikasi GAK BERGUNA !!!! Mau bayar pakai QR code gagal dgn alasan blm KYC. Apa itu KY. Gak jelas. Semoga Allah bangkrut kan perusahaan aplikasi DANA ini. pembayaran paling ribet dan paling ngeselin. Saya tidak rekomendasi kan install atau melakukan pembayaran lewat aplikasi dana yg sangat tidak membantu seperti ini. verifikasi ribet, pembayaran ribet, semua serba ribet",1,Negatif,aplikasi gak berguna  mau bayar pakai qr code gagal dgn alasan blm kyc apa itu ky gak jelas semoga allah bangkrut kan perusahaan aplikasi dana ini pembayaran paling ribet dan paling ngeselin saya tidak rekomendasi kan install atau melakukan pembayaran lewat aplikasi dana yg sangat tidak membantu seperti ini verifikasi ribet pembayaran ribet semua serba ribet,aplikasi gak berguna bayar pakai qr code gagal dgn alasan blm kyc ky gak semoga allah bangkrut perusahaan aplikasi dana pembayaran ribet ngeselin rekomendasi install pembayaran aplikasi dana yg membantu verifikasi ribet pembayaran ribet serba ribet,"['aplikasi', 'gak', 'berguna', 'bayar', 'pakai', 'qr', 'code', 'gagal', 'dgn', 'alasan', 'blm', 'kyc', 'ky', 'gak', 'semoga', 'allah', 'bangkrut', 'perusahaan', 'aplikasi', 'dana', 'pembayaran', 'ribet', 'ngeselin', 'rekomendasi', 'install', 'pembayaran', 'aplikasi', 'dana', 'yg', 'membantu', 'verifikasi', 'ribet', 'pembayaran', 'ribet', 'serba', 'ribet']",aplikasi gak guna bayar pakai qr code gagal dgn alas blm kyc ky gak moga allah bangkrut usaha aplikasi dana bayar ribet ngeselin rekomendasi install bayar aplikasi dana yg bantu verifikasi ribet bayar ribet serba ribet
"Ini bagaimana sih, makin lemot dan gagal terus, tidak bisa transfer, alasannya keseringan cek, tidak seperti biasanya sebelum di update.",1,Negatif,ini bagaimana sih makin lemot dan gagal terus tidak bisa transfer alasannya keseringan cek tidak seperti biasanya sebelum di update,sih lemot gagal transfer alasannya keseringan cek update,"['sih', 'lemot', 'gagal', 'transfer', 'alasannya', 'keseringan', 'cek', 'update']",sih lot gagal transfer alas sering cek update
"Sampah banget, update aja terus tapi makin jelek. Pas lagi dibutuhin malah ngehang gabisa dibuka, fiturnya lemot semua loading mulu, padahal sinyal bagus. Makin kesini makin jelek. Mending ganti flip aja. Sampah banget",1,Negatif,sampah banget update aja terus tapi makin jelek pas lagi dibutuhin malah ngehang gabisa dibuka fiturnya lemot semua loading mulu padahal sinyal bagus makin kesini makin jelek mending ganti flip aja sampah banget,sampah banget update aja jelek pas dibutuhin ngehang gabisa dibuka fiturnya lemot loading mulu sinyal bagus kesini jelek mending ganti flip aja sampah banget,"['sampah', 'banget', 'update', 'aja', 'jelek', 'pas', 'dibutuhin', 'ngehang', 'gabisa', 'dibuka', 'fiturnya', 'lemot', 'loading', 'mulu', 'sinyal', 'bagus', 'kesini', 'jelek', 'mending', 'ganti', 'flip', 'aja', 'sampah', 'banget']",sampah banget update aja jelek pas dibutuhin ngehang gabisa buka fiturnya lot loading mulu sinyal bagus kesini jelek mending ganti flip aja sampah banget
"Knpa ga bisa di upgrade.?? Uang sudah di transfer, skrng bingung mau di pake tp tdk bisa gara2 ga bisa di upgrade.. ktp semua sudah lengkap, knpa ini tdk bisa, padahal Saya hampir semua ATM sempet buat bahkan masih di gunakan...",1,Negatif,knpa ga bisa di upgrade uang sudah di transfer skrng bingung mau di pake tp tdk bisa gara ga bisa di upgrade ktp semua sudah lengkap knpa ini tdk bisa padahal saya hampir semua atm sempet buat bahkan masih di gunakan,knpa ga upgrade uang transfer skrng bingung pake tp tdk gara ga upgrade ktp lengkap knpa tdk atm sempet,"['knpa', 'ga', 'upgrade', 'uang', 'transfer', 'skrng', 'bingung', 'pake', 'tp', 'tdk', 'gara', 'ga', 'upgrade', 'ktp', 'lengkap', 'knpa', 'tdk', 'atm', 'sempet']",knpa ga upgrade uang transfer skrng bingung pake tp tdk gara ga upgrade ktp lengkap knpa tdk atm sempet
"Apasi harus ke premium,gua udah coba berkali kali malah gagal terus,apalagi saldo dana gua banyak,pasti jawabannya tuh buka app dana trs pencet riwayat,blabla bla,basi tau ga.",1,Negatif,apasi harus ke premiumgua udah coba berkali kali malah gagal terusapalagi saldo dana gua banyakpasti jawabannya tuh buka app dana trs pencet riwayatblabla blabasi tau ga,apasi premiumgua udah coba berkali kali gagal terusapalagi saldo dana gua banyakpasti jawabannya tuh buka app dana trs pencet riwayatblabla blabasi tau ga,"['apasi', 'premiumgua', 'udah', 'coba', 'berkali', 'kali', 'gagal', 'terusapalagi', 'saldo', 'dana', 'gua', 'banyakpasti', 'jawabannya', 'tuh', 'buka', 'app', 'dana', 'trs', 'pencet', 'riwayatblabla', 'blabasi', 'tau', 'ga']",apas premiumgua udah coba kali kali gagal terusapalagi saldo dana gua banyakpasti jawab tuh buka app dana trs pencet riwayatblabla blabasi tau ga
"Aplikasi bangke top up berhasil laporan nya tapi uang tidak masuk ke saldo dana saya , mending klo sedikit sih ga masalah. Mana tanggung jawab nya maling aja bisa nya.",1,Negatif,aplikasi bangke top up berhasil laporan nya tapi uang tidak masuk ke saldo dana saya  mending klo sedikit sih ga masalah mana tanggung jawab nya maling aja bisa nya,aplikasi bangke top up berhasil laporan nya uang masuk saldo dana mending klo sih ga tanggung nya maling aja nya,"['aplikasi', 'bangke', 'top', 'up', 'berhasil', 'laporan', 'nya', 'uang', 'masuk', 'saldo', 'dana', 'mending', 'klo', 'sih', 'ga', 'tanggung', 'nya', 'maling', 'aja', 'nya']",aplikasi bangke top up hasil lapor nya uang masuk saldo dana mending klo sih ga tanggung nya maling aja nya
"Setelaah top up kok saldo tdk bertambah ? Sedangkan saldo sudah terpotong dan laporan sudah sukses terkirim ke akun dana. Tolong di proses bos, sya butuh uang itu",1,Negatif,setelaah top up kok saldo tdk bertambah  sedangkan saldo sudah terpotong dan laporan sudah sukses terkirim ke akun dana tolong di proses bos sya butuh uang itu,setelaah top up saldo tdk bertambah saldo terpotong laporan sukses terkirim akun dana tolong proses bos sya butuh uang,"['setelaah', 'top', 'up', 'saldo', 'tdk', 'bertambah', 'saldo', 'terpotong', 'laporan', 'sukses', 'terkirim', 'akun', 'dana', 'tolong', 'proses', 'bos', 'sya', 'butuh', 'uang']",telaah top up saldo tdk tambah saldo potong lapor sukses kirim akun dana tolong proses bos sya butuh uang
Aplikasi Dana sudah tidak Aman. Jadi takut pakenya. Saya Top Up saldo Dana tidak bertambah. Parah ini. Dikomplai disuruh tunggu 3 X 24 jam. Ya ampun jelas2 su di Top up ada buktinya Sudah komplai di live chat juga sama saja lama responnya. Harus beralih ke yg lain ini.,1,Negatif,aplikasi dana sudah tidak aman jadi takut pakenya saya top up saldo dana tidak bertambah parah ini dikomplai disuruh tunggu  x  jam ya ampun jelas su di top up ada buktinya sudah komplai di live chat juga sama saja lama responnya harus beralih ke yg lain ini,aplikasi dana aman takut pakenya top up saldo dana bertambah parah dikomplai disuruh tunggu x jam ya ampun su top up buktinya komplai live chat responnya beralih yg,"['aplikasi', 'dana', 'aman', 'takut', 'pakenya', 'top', 'up', 'saldo', 'dana', 'bertambah', 'parah', 'dikomplai', 'disuruh', 'tunggu', 'x', 'jam', 'ya', 'ampun', 'su', 'top', 'up', 'buktinya', 'komplai', 'live', 'chat', 'responnya', 'beralih', 'yg']",aplikasi dana aman takut pakenya top up saldo dana tambah parah dikomplai suruh tunggu x jam ya ampun su top up bukti komplai live chat responnya alih yg
"Yth DANA,Mengapa Orang sudah kirim dari Bank BCA ke aku DANA saya hampir 10 jam tidak ada masuk..?Tolong dong jngan buat susah,karena tujuan Pake DANA agar mudah bertransaksi..dan dulu ada WA CS yg bisa langsung menangani masalah..Sekarng RIBET!!!!",1,Negatif,yth danamengapa orang sudah kirim dari bank bca ke aku dana saya hampir  jam tidak ada masuktolong dong jngan buat susahkarena tujuan pake dana agar mudah bertransaksidan dulu ada wa cs yg bisa langsung menangani masalahsekarng ribet,yth danamengapa orang kirim bank bca dana jam masuktolong jngan susahkarena tujuan pake dana mudah bertransaksidan wa cs yg langsung menangani masalahsekarng ribet,"['yth', 'danamengapa', 'orang', 'kirim', 'bank', 'bca', 'dana', 'jam', 'masuktolong', 'jngan', 'susahkarena', 'tujuan', 'pake', 'dana', 'mudah', 'bertransaksidan', 'wa', 'cs', 'yg', 'langsung', 'menangani', 'masalahsekarng', 'ribet']",yth danamengapa orang kirim bank bca dana jam masuktolong jngan susahkarena tuju pake dana mudah bertransaksidan wa cs yg langsung tangan masalahsekarng ribet
Bisa ga si jangan terlalu banyak kendala:) capek banget lama lama sama dana yang Udah jadi no 1 tapi kurang kinerja Pembenaran masalah. Maaf bintang satu memang cocok untuk apk dana,1,Negatif,bisa ga si jangan terlalu banyak kendala capek banget lama lama sama dana yang udah jadi no  tapi kurang kinerja pembenaran masalah maaf bintang satu memang cocok untuk apk dana,ga si kendala capek banget dana udah no kinerja pembenaran maaf bintang cocok apk dana,"['ga', 'si', 'kendala', 'capek', 'banget', 'dana', 'udah', 'no', 'kinerja', 'pembenaran', 'maaf', 'bintang', 'cocok', 'apk', 'dana']",ga si kendala capek banget dana udah no kerja benar maaf bintang cocok apk dana
"Saya baru mengalami top up tidak masuk, padahal di mutasi pengirim transaksi sudah berhasil tapi saldo saya tidak bertambah. Tolong pihak dana bisa memberikan tanggung jawab. Bukti transaksi bisa saya buktikan!!",1,Negatif,saya baru mengalami top up tidak masuk padahal di mutasi pengirim transaksi sudah berhasil tapi saldo saya tidak bertambah tolong pihak dana bisa memberikan tanggung jawab bukti transaksi bisa saya buktikan,mengalami top up masuk mutasi pengirim transaksi berhasil saldo bertambah tolong dana tanggung bukti transaksi buktikan,"['mengalami', 'top', 'up', 'masuk', 'mutasi', 'pengirim', 'transaksi', 'berhasil', 'saldo', 'bertambah', 'tolong', 'dana', 'tanggung', 'bukti', 'transaksi', 'buktikan']",alami top up masuk mutasi kirim transaksi hasil saldo tambah tolong dana tanggung bukti transaksi bukti
"Transaksi Sukses tapi tidak menambah saldo, giliran transaksi receh lancar banget. Di atas 1 juta nggak nambah saldo!! penanganannya lambat di suruh nunggu sampe 2 Hari ...gak jelas bangeetttt",1,Negatif,transaksi sukses tapi tidak menambah saldo giliran transaksi receh lancar banget di atas  juta nggak nambah saldo penanganannya lambat di suruh nunggu sampe  hari gak jelas bangeetttt,transaksi sukses menambah saldo giliran transaksi receh lancar banget juta nggak nambah saldo penanganannya lambat suruh nunggu sampe gak bangeetttt,"['transaksi', 'sukses', 'menambah', 'saldo', 'giliran', 'transaksi', 'receh', 'lancar', 'banget', 'juta', 'nggak', 'nambah', 'saldo', 'penanganannya', 'lambat', 'suruh', 'nunggu', 'sampe', 'gak', 'bangeetttt']",transaksi sukses tambah saldo gilir transaksi receh lancar banget juta nggak nambah saldo tangan lambat suruh nunggu sampe gak bangeetttt
"Kasih 2 dulu, kalo masalah ku sudah teratasi nanti ki tambah Ini barusan saya top up 200k, nah di mbanking saya tertulis sudah berhasil dan saldo saya juga sudah terpotong tapi diakun dana saldonya belum masuk, sudah saya coba refresh tetep gk bisa masuk saldonya. Nomer virtual nya juga saya cek udh sama seperti yang diakun dana. Itu kenapa ya, mohon di tindak lanjuti",2,Negatif,kasih  dulu kalo masalah ku sudah teratasi nanti ki tambah ini barusan saya top up k nah di mbanking saya tertulis sudah berhasil dan saldo saya juga sudah terpotong tapi diakun dana saldonya belum masuk sudah saya coba refresh tetep gk bisa masuk saldonya nomer virtual nya juga saya cek udh sama seperti yang diakun dana itu kenapa ya mohon di tindak lanjuti,kasih kalo ku teratasi ki barusan top up k mbanking tertulis berhasil saldo terpotong diakun dana saldonya masuk coba refresh tetep gk masuk saldonya nomer virtual nya cek udh diakun dana ya mohon tindak lanjuti,"['kasih', 'kalo', 'ku', 'teratasi', 'ki', 'barusan', 'top', 'up', 'k', 'mbanking', 'tertulis', 'berhasil', 'saldo', 'terpotong', 'diakun', 'dana', 'saldonya', 'masuk', 'coba', 'refresh', 'tetep', 'gk', 'masuk', 'saldonya', 'nomer', 'virtual', 'nya', 'cek', 'udh', 'diakun', 'dana', 'ya', 'mohon', 'tindak', 'lanjuti']",kasih kalo ku atas ki barusan top up k mbanking tulis hasil saldo potong akun dana saldo masuk coba refresh tetep gk masuk saldo nomer virtual nya cek udh akun dana ya mohon tindak lanjut
"awal"" sangat mudah dan nyaman transaksi dengan dana tapi skrng sudah tidak membuat costumer merasa nyaman apalagi dengan proses nya yg lemot saldo agak lama masuk dan transfer saya sudah 2 x pending yg gk jelas",1,Negatif,awal sangat mudah dan nyaman transaksi dengan dana tapi skrng sudah tidak membuat costumer merasa nyaman apalagi dengan proses nya yg lemot saldo agak lama masuk dan transfer saya sudah  x pending yg gk jelas,mudah nyaman transaksi dana skrng costumer nyaman proses nya yg lemot saldo masuk transfer x pending yg gk,"['mudah', 'nyaman', 'transaksi', 'dana', 'skrng', 'costumer', 'nyaman', 'proses', 'nya', 'yg', 'lemot', 'saldo', 'masuk', 'transfer', 'x', 'pending', 'yg', 'gk']",mudah nyaman transaksi dana skrng costumer nyaman proses nya yg lot saldo masuk transfer x pending yg gk
"Mslh top-up dn pembayaran ny sih lancar, semuanya msih lancar, tpi kok bisa di retas org lain ya, saldo saya habis di pake orang lain, baru isi, 1 jam kemudian udh log-out sendiri, pas log-in eh udh di pake isi² nya, pdhl keamanan full saya pakai, tpi msih bisa di pake org lain, sandi sudah di gonta-ganti tpi ttp bisa di retas, klo menurut aku, kemanan akun Dana udh kurang skrg, Hati-hati",2,Negatif,mslh topup dn pembayaran ny sih lancar semuanya msih lancar tpi kok bisa di retas org lain ya saldo saya habis di pake orang lain baru isi  jam kemudian udh logout sendiri pas login eh udh di pake isi nya pdhl keamanan full saya pakai tpi msih bisa di pake org lain sandi sudah di gontaganti tpi ttp bisa di retas klo menurut aku kemanan akun dana udh kurang skrg hatihati,mslh topup dn pembayaran ny sih lancar msih lancar tpi retas org ya saldo habis pake orang isi jam udh logout pas login eh udh pake isi nya pdhl keamanan full pakai tpi msih pake org sandi gontaganti tpi ttp retas klo kemanan akun dana udh skrg hatihati,"['mslh', 'topup', 'dn', 'pembayaran', 'ny', 'sih', 'lancar', 'msih', 'lancar', 'tpi', 'retas', 'org', 'ya', 'saldo', 'habis', 'pake', 'orang', 'isi', 'jam', 'udh', 'logout', 'pas', 'login', 'eh', 'udh', 'pake', 'isi', 'nya', 'pdhl', 'keamanan', 'full', 'pakai', 'tpi', 'msih', 'pake', 'org', 'sandi', 'gontaganti', 'tpi', 'ttp', 'retas', 'klo', 'kemanan', 'akun', 'dana', 'udh', 'skrg', 'hatihati']",mslh topup dn bayar ny sih lancar msih lancar tpi retas org ya saldo habis pake orang isi jam udh logout pas login eh udh pake isi nya pdhl aman full pakai tpi msih pake org sandi gontaganti tpi ttp retas klo keman akun dana udh skrg hatihati
"Setelah di update.. Buka aplikasi dana ko timbul tulisan. "" INTERNET ANDA TERPUTUS "" padahal tempat tinggal saya kuat dengan signal nya. Kenapa bisa begitu ya... Mohon pencerahan nya. Tks",2,Negatif,setelah di update buka aplikasi dana ko timbul tulisan  internet anda terputus  padahal tempat tinggal saya kuat dengan signal nya kenapa bisa begitu ya mohon pencerahan nya tks,update buka aplikasi dana ko timbul tulisan internet terputus tinggal kuat signal nya ya mohon pencerahan nya tks,"['update', 'buka', 'aplikasi', 'dana', 'ko', 'timbul', 'tulisan', 'internet', 'terputus', 'tinggal', 'kuat', 'signal', 'nya', 'ya', 'mohon', 'pencerahan', 'nya', 'tks']",update buka aplikasi dana ko timbul tulis internet putus tinggal kuat signal nya ya mohon cerah nya tks
"Kalo bisa jangan di download akun saya status nya brubah sendiri dr premium ke user jadi transaksi nya gk bsa mna saldo msh ada,,,, gk ada penanganan serius dari dana,, merugikan skli...",1,Negatif,kalo bisa jangan di download akun saya status nya brubah sendiri dr premium ke user jadi transaksi nya gk bsa mna saldo msh ada gk ada penanganan serius dari dana merugikan skli,kalo download akun status nya brubah dr premium user transaksi nya gk bsa mna saldo msh gk penanganan serius dana merugikan skli,"['kalo', 'download', 'akun', 'status', 'nya', 'brubah', 'dr', 'premium', 'user', 'transaksi', 'nya', 'gk', 'bsa', 'mna', 'saldo', 'msh', 'gk', 'penanganan', 'serius', 'dana', 'merugikan', 'skli']",kalo download akun status nya brubah dr premium user transaksi nya gk bsa mna saldo msh gk tangan serius dana rugi skli
