content,score,Label
@DANA.id makin sulit.gangguan transaksi pending bahkan saldo tiba2 hilang. Costumer servis susah di hubungi dan penanganan cukup lama.trasaksi dari 1 April belum selesai di proses sekarang sudah 22 hari Mungkin Cs nya kebanyakan tidur atau main game online Aplikasi apa ini? Semoga aplikasi ini tutup untuk selamanya.amin..,1,Negatif
"Sangat kacau,saya beli kuota internet di aplikasi Indosat menggunakan pembayaran dana dan sukses,saldo dana saya berkurang tapi kuota data saya tidak berubah/bertambah pas saya mencoba bertanya ke pihak CS nya malah disuruh nunggu terus menerus dan saya tunggu berkali"" malah dapat pesan yang sama berulang kali untuk selalu menunggu bahkan sore tdi saya juga sempat top up game,saldo dana saya berkurang tpi diamond saya di game tidak ada perubahan sama sekali",1,Negatif
"Saya telah memiliki akun dana selama 2 tahun namun saya ras apk dana sekarang kurang memuaskan. Saya melakukan topup dana baru masuk 3 hari setelah nya pada tgl 20 april yg lalu. Namun yg paling saya kesalkan adalah ditanggal 20 tersebut akun dana saga keluar masuk dan trlihat eror, saya buka dengan pin yg sama selama ini tapi tetap tidak bisa masuk. Namun siangnya saya lihat dana hasil topup saya raup begitu saja. Setelah di laporkan tgl 20 kemaren sampai kini belum ada kejelasan",2,Negatif
🌟 1 aja soalnya gak tahu kenapa tiba² saldo selalu kepotong sampai 1rb rupiah tiap topup atau transfer sudah gitu gak ada pemberitahuan atau laporannya lagi klo saldo yang kepotong atas alasan apa... dulu gak pernah sama sekali kepotong eh setelah update malah jadi sering kepotong katanya bebas biaya ini malah nilep saldo user diam² tanpa ada pemberitahuan dan ada laporannya. jadi takut pengen nyimpan duit disini lagi maaf udah gak bisa percaya lagi sama app ini soalnya gak amanah.,1,Negatif
semoga lancar jaya good nice apps .. ditingkatkan lagi !!! di permudah untuk kait kan akun dana ke aplikasi lain . selain it. keamanan pin harus terjaga !!! kenapa lagi penting kirim uang sistem sibuk !!!!! good nice . sekian & trima kasih,5,Positif
kmrn udh premium terus login ulang akun eh pas masuk malah engga premium terus juga pas mau ke premium lgi engga bisa. duit gua hangus terus pas gua toup dana hangus juga. ini tolong dong duit gua gimana sayang banget itu duit nya tolong dong ini bug ap gimana,1,Negatif
sejauh ini masih aman... pernah sekali terkedala saat pengisian saldo tpi tidak masuk tapi dalam waktu kurang dri 24jam sudah masuk saldonya.... semoga apk nya makin bagus dan ngga ada gangguan apapun,4,Positif
"Habis di instal bisa di pakai,, Tp skrg ini stiapbuka aplikasi dana ny,di suruh masukan no hp,STLH di masukan di suruh update ke versi baru (utk vervikasi dompet digital ny) Tp sllu gagal,,tolong tanggapan ny,? Hrs gmn,?",1,Negatif
"Aplikasi mengecewakan buat transfer gak masuk ke nomer yg di tuju alasan refund tp uangnya gak di kembalikan, udah di chat tp tanggapan cuma sabar"" trs, aplikasi ga guna mnding pindah aplikasi lain klo kayak gini...",1,Negatif
"saya mau upgrade ke dana premium kok selalu ga bisa!? padahal udah pake data pribadi dan ktp pribadi juga!! tolong lah, saldo saya ga bisa di ambil jadinya!",1,Negatif
"Dana sekarang banyak masalah, saat saya lupa pin sulit sekali untuk diganti, contoh seperti kemarin saya mau ganti PIN sudah ada fitur pemindai wajah udah mau ganti pas di tap ganti PIN malah error, selain itu saat klik lupa pin di Dana suka ngelag lama dan berakhir errror padahal aplikasi ini penting untuk keuangan kita seperti transfer, dan pembayaran. Saya harap pihak Dana harua segeta memperbaiki aplikasinya.",1,Negatif
Menurut saya apk ini bagus yang bilang jelek mungkin anda tidak tau cara ke premium nya. Coba tanya ke yang udah lma pake biar dikasih tau cara nya.. Buat apk dana keren,5,Positif
"Tidak bisa transaksi dengan alasan keamanan, disuruh menghubungi cs yang notabene memakan pulsa yang banyak, fitur layanan chat wa nya cuman bot doang yg balas dan mengarahkan ke yang lain pula.",5,Positif
"Kepada Developer, DANA kenapa? Semakin Hari Semakin Lemot Lelet Loading Transaksi?? Buka menu juga serba Lambat proses nya. Apa mau ngalahin Shopee ? Serba lemot,Berat,Lelet,Banyak Makan RAM ?? Mohon diperbaiki.",1,Negatif
"Sampah, up ke premium gak bisa karna ktp kurang jelas. Lah terus gimana, adanya itu ktpnya.. padahal ma yang serupa bisa aja tuh. Ini doang yang jeleknya sangat. Nyesel pernah download",1,Negatif
"Bagaimana ini aplikasi ya saya pengguna lama kok saya tranfer dri Dana ke rekening Bank atas nama saya kok sudah hampir 2 hari g masuk,pasti ada oknum2 yang tipu2!! Saya cuman orang miskin kyak gini malah seenaknya aja ngampil duit orang lain..sampai skrg sudah hmpir 2hari sudah livechat ya g ada keterangan sama sekali!! Katanya jaminan uang kembali...nyatanya BUSUK !!",1,Negatif
Bayar tagihan kartu kredit (keterangan berhasil tapi nyatanya pembayaran belum masuk ke pihak bank) aplikasi yang sangat sangat mengecewakan. Sudah berkali kali di telfon tapi tidak ada tindak lanjut. Padahal uang itu sangat berarti bagi kami.,1,Negatif
"Sangat buruk, ada transaksi langganan yang diluar sepengetahuan saya, saya mengajukan keluhan tapi tidak bisa diselesaikan. Selalu update info tetapj tidak meningkatkan keamanan dan pelayanan keluhan. Saya kecewa Saya ditipu, jangan pernah menggunakan dana, aplikasi ini tidak bisa menyelesaikan transaksi saya",1,Negatif
Sangat sulit dana kalo lupa pin ..apk nya terlalu ketat tapi respon nya di pengaduan lelet..apak baik kalo ketat tapi respon nya itu lelet kaya keong kalo ada masalah mending pake ovo lebih cepat respon...apk jelek gk jelas,1,Negatif
selama ini saya menggunakan dana masih Bermanfaat karena transaksi nya mudah dan simpel serta jelas bukti transaksi nya . saran dari saya . hati2 tentang Ke amanan akun pengguna dana . Verifikasi dua langkah sangat di butuhkan jika Berganti perangkat login yg berbeda,5,Positif
"Aplikasi mengecewakan sekali, Masak lupa Pin, gak ada solusinya buat ganti pin baru, terus aja disuruh hubungi pihak dana, tapi tetap aja tidak di tanggapi, kecewa download dan ngisi sadlo di aplikasi ini.",1,Negatif
"Saldo sisa sebelum top up menghilang begitu saja, sudah mengajukan laporan tapi tidak ada respon. Sampai detik ini belum berani pakai aplikasi DANA lagi, walaupun nominal saldo yang hilang tidak besar, tapi tidak menutup kemungkinan akan terjadi untuk kedua atau ketiga kalinya. Apalagi belum ada keterangan yang jelas dari pihak DANA.",1,Negatif
"Gila aplikasi dana, banyak yg komplein loh padahal, dana kita ludes, ini aplikasi penipuan ya? Dana saya habis buat pembayaran, tapi ga ada masuk ke pembayaran, gimana cara balikinnya dananya woyyyyyy, ke customer servicenya juga ga guna, ga ada permasalahan yang selesai!!!!",1,Negatif
"Parah sekali uang saya hilang , transfer uang dari dana ke rekening tujuan status berhasil , tpi di rekening tujuan tidak masuk , padahal semua sudah benar , di chat app dana tdk ada respon kelanjutan apapun , parah",1,Negatif
"aplikasi nya jelek, lagi melakukan pemindahan akun malah error. padahal udah top up. malah saldonya hilang. di history udah di transfer. padahal gak ada gue transfer.",1,Negatif
Uninstal dulu ya mau coba logo lian (Go-green) Soalnya akhir akhir ini DANa sering ada gangguan Ini dan itu Kalo sudah ada peningkatan Akan saya gunakan kembali 😩 =================== Feeling gua bener. Wkwkw ternyata apliaksi ini bermasalah Untung udah gua uninstal dri 2 bulan yg lalu sblm makin parah... Uninstal rame rame.. Demo dan laporkan jika saldo masih blm kembali,1,Negatif
"Aplikasi SAMPAH. Buka home aja butuh waktu setengah jam. Bahkan gak bisa masuk sekalipun. Padahal jaringan & sinyal sudah bagus. Dengar ya kalo mau pertahankan aplikasi ini, Jadi developer yang becus!",1,Negatif
"Akun saya kemarin² sudah diupgrade ke premium, tapi setelah ada saldo yg saya endapkan kog berubah jadi g premium lagi, sudah saya coba buat verifikasi ulang tpi tetep aja g bisa, gimna ini biar saya bisa menggunakan akun saya jadi premium lagi.",1,Negatif
Agak kecewa Upgare sudah berbulan bulan tetep gagal. Katanya suruh telpun cs nya sudah di telpun bolak balik dan katanya proses samapi sekarang tetep ngak bisa buat transaksi. Terlanjur top up lumayan banyak,1,Negatif
"Saya mohon dengan sangat kepada pihak dana..di saat momen lebaran seperti skrg,sy terkendala pending transfer..yg membutuhkan proses begitu lama..tolong saldo sy dikembalikan..sy sdh penuhi semua persyaratan dr pihak dana tetapi saldo saya tidak kembali dan transfer pun tidak berhasil. Sekali LG sy mohon tolong diperhatikan.. Terimakasih",1,Negatif
Padahal transaksi sudah berhasil ttp tidak masuk di nomor tujuan ini gmn sih maksudnya pihak dana tolong balikin dana kami yg hilang krna kendala tersebut saya transaksi 50k tetapi tidak masuk di nomor yg tujuan aneh bgt tolong pihak dana memperbaiki sistem tersebut klw dana yg hilang krn masalah tersebut di ganti gpp uang itu soalnya itu hasil kerja....,1,Negatif
"Uang dana saya berkurang, awalnya saya mau bayar game online membeli skin, tapi gagal terus refund uangnya, setelah itu saya coba lagi, saldo berkurang tapi skin game nya tidak bisa. Dan uang nya tidak kembali lagi, mohon bantuannya.",2,Negatif
"tolong besarkan limit transaksinya dong, sy sdh 40jt, tdk bisa transaksi lagi padahal harusnya sekarang lagi panen transaksi non tunai... huft... dan jgn lupa ada bonus saldo untuk transaksi yg mencapai nominal tertentu...",5,Positif
"tolong dong tindakan nya. Saya mau transaksi gabisa bisa pas saya buka app dana tiba tiba saya akun saya dibekukan!!! Pdhl sy ga ngapa ngapain. Tolong lah ga gini caranya, meskipun nominal kecil untuk kalian bagi saya itu nominal besar meskipun hnya 100k saya mohon bantuannya hari ini kembalikan!!!",1,Negatif
verifikasi berhasil tapi tidak bisa melakukan transaksi dan terjadi error sudah beberapakali mencoba tetap terjadi error makin lama makin rusak nih aplikasi,1,Negatif
"Tidak muncul pop up saat mau bayar, sudah berbagai cara tetep aja tidak bisa muncul, TOLONG DI PERBAIKI, percuma saldonya tidak bisa dipakai untuk membayar",1,Negatif
"Transaksi udah hampir sebulan ,pending terus,,di komplen tindakan lama,katanya saldo refund,tp nyatanya saldo saya ga bertambah smpe skrng,bilang masalah sudah selesai ditangani,buktinya 0,tolong kembalikan uang saya 300.000 jg lumayan banyak",1,Negatif
"Gimana ini kirim uang di dana nya udh berhasil tapi belum sampe rekening tujuan, berkali2 di cek mutasi juga blm ada. Ngadu ke CS slow respon banget, cuma bisa chat sekali pula gabisa chat lagi",1,Negatif
"Sangat buruk cs sangat tidak membantu, mohon tingkatkan kembali pelayanannya bos karena yang anda pegang uang boss, masak sudah top up berhasil kok saldo tidak nambah, menghubungi cs malah suruh nunggu waktu 3x24 jam, lah jika sangat membutuhkan Saldonya gimana, tidak semua orang banyak duit, kalo saldo itu satu satunya uangnya gimana, mohon dipikir solusinya jangan dijawab nunggu itu sangat lama sekali, mohon tingkatkan kembali,tidak ada riwayat transaksi nya diriwayat gimana mau laporkan aneh",1,Negatif
"Pelayanan kurang gercep , mau pindah transaksi malah gagal terus , malah ngirim saldo ke no rekening yg gk d kenal , mana lagi butuh banget uang nya lagi , bisa balik lagi gak uangg nya bukan nya d hubungi jaringan eror terus ke customer servisnya ,, penipuan ini namanya",1,Negatif
Hari ini tanggal 19 April 2023 .. Untuk kedua kali nya saya kecewa dengan aplikasi dana .. Karena aplikasi ini sudah tidak aman... Aplikasi yang di percaya malah tidak bisa di percaya lagi karena tiba tiba ada history transaksi transfer yang bukan saya lakukan sendiri. Hilang semua saldo saya .. Dimana tanggung jawab aplikasi ini ... Disini di sarankan di bantu via live chat. Tetapi di via live chat mengatakan bahwa bukan live chat. Darisitu bisa nilai bahwa sudah tidak konsisten dengan ucapan.,1,Negatif
"Saya top up tp saldo di dana tidak bertambah , sudah komplain ke Diana (chat yg ada di aplikasi dana) trs saja suruh tunggu dan sampai saat ini blm ada jawaban , malahan mau komplain lagi saya tidak bisa karna tidak bisa menulis lg di chat dana nya",1,Negatif
dana skrg sudah bagus cmn sy pernah punya kendala waktu beli pulsa saldo nya sudah berkurang tapi pulsanya tidak masuk mohon di update lg dengan versi terbaik sehingga pengguna dana lebih nyaman dan aman untuk melakukan transaksi. trimakasih 🙏,4,Positif
Limit naikin woy. Sistem keamanan perbaiki. Jangan sering gangguan mulu. Jangan cuma potongan mulu yg di update Dikit-dikit potongan... dikit-dikit potongan. Gitu aja terus sampe lemon main epep...,1,Negatif
"Isi paket data Telkomsel malah ga masuk² tolong dong di perbaiki udh di laporin ke cs malah jawaban nya ""Maaf atas ketidaknyamanannya, saat ini kami tidak bisa mengambil data terkait transaksi ini. Jangan khawatir, setelah beberapa menit silakan mulai kembali percakapan ini dengan meng-klik ikon 'Rumah' di bawah kiri halaman chat ini.""",1,Negatif
"Sangat mengecewakan dari semalem ngga bisa login , malah disuruh update versi tapi hasil tetep gabisa, kendala nya apa? udh kirim email no respon sama sekali ... terimakasih",1,Negatif
gak bisa transfer kemana-mana karena disuruh upgrade dulu ke premium.. giliran di coba upgrade berkali2 malah gagal teros.. kecewa banget saldonya jadi gak bisa diambil.. padahal dulu tetep bisa transfer kemana2 meski gak di upgrade,1,Negatif
Aplikasi taaee sudah kirim uang status nya berhasil tapi uang di cek di rekening tujuan gk masuk-masuk dengan uang nominal yg cukup besar..!!!! Di cheat ke admin nya gk ada respon sama sekali... Tolong lah.. Jangan mengecewakan costumer yg sudah lama pakai apk ini..,1,Negatif
"Bagaimana sih ini aplikasi udah aku chat with agen nya direspon tapi blm ada tindakan sama sekali,malah sekarang mau chat lagi ga bisa, perasaan dulu pake dana aman"" aja ga pernah eror tapi sekarang apa? tolong dong diperbaiki lagi sistemnya,kita juga pada butuh ,cuma kendala mau pelepasan akun lama dan upgrade ke premium aja susah",2,Negatif
Setelah pembaruan kenapa pas mau bayar kenapa ada pula itu harus menambahkan kartu kredit.. kok makin di persulit.. kalau ada kartu kredit ngapain kami instal ini aplikasi.. ini apk dana jangan di persulit ya maaf saya uninstal lagi ne apk mending pakai apk yang lain yg tidak di persulit,1,Negatif
"Kecewa sama aplikasi ini sumpah, bisa²nya top up ngk masuk² padahal di M-Banking nya udah berhasil transaksinya, di chat CS nya malah ngk ada tanggapan, makin lama makin aneh aja ini aplikasi, mana erorr tiap jam lagi",1,Negatif
Top up saldo melalui mbangking saldo kepotong dan status berhasil tapi saldo dana tidak bertambah .. Sudah komplain melalui cs servise melalui email tetap saja tidak ada respon Sumpah apk dan sama kaya pencuri .. Lebih kejam dari pada pinjol .. Gua kira cuma gua doang .. ternyata banyak yang kena curi..,1,Negatif
24 jam sudah saldo entah kemana padahal top up dari tgl 19 sampai detik ini belum tau kemana dan not respon dari email maupun dari aplikasi. Semakin maju semakin minus apl ini,1,Negatif
"Kecewa banget sama DANA, saya top up sudah lebih dari 1x 24 jam.. dan saldo saya belum masuk juga diaplikasi dana saya, mohon dibantuu bos, jangan bikin kecewa kami. Terimakasih !",1,Negatif
"Sudah melakukan top up dana melalui bca mobile, tapi kenapa saldo nya tidak masuk ke dana? Padahal sudah jelas bukti transfer berhasil. Pihak dana ini sangat sulit untuk di hubungi. Baik itu live chat, email, bahkan sampai telfon CS pun gak ada jawaban sama sekali, malah pulsa kesedot terus. Ini sudah 24jam tapi gak ada jawaban sama sekali terkait perihal uang saya yang belum masuk ke dana sebesar 706.699😭 tolong dong kerjasama nya. Saya butuh uang saya kembali.",1,Negatif
Pada tanggal 19 April 2023 saya melakukan top up sebesar Rp 2.005.000 hingga sekarang dana belum masuk. Kecewa menggunakan aplikasi ini disaat membutuhkan dana yang sangat urgent costumer service yang bertele tele tidak memudahkan pengguna bukti transfer semua sudah jelas dipersulit. Saya tidak ingin menggunakan aplikasi ini lagi untuk kalian yang menggunakan aplikasi ini hati2 karena ketika ada masalah layanan cs yang tidak cepat sangat menyulitkan..terimakasih,1,Negatif
"Semakin di update semakin berat rasanya aplikasi ini, sistem kerjanya juga semakin lama semakin tidak memuaskan, untuk buka aplikasi nya untuk mengecek saldo saja butuh waktu lumayan lama, padahal kuota banyak dan jaringan juga stabil tapi untuk mengecek saldo aja butuh waktu lama. Mengecewakan",1,Negatif
"Tolong buat dana, saya sudah upgrade ke premium sudah berhasil, sudah bisa transaksi,tapi ketika saya mau menggunakannya lagi suru upgrade lagi, tolong dicek akun saya, uang saya masih didalem aplikasi dikirim ga bisa ditarik ga bisaa, tolong dicek ulang",1,Negatif
"Sudah 1x24 jam , topup dari BCA ke DANA masih belum saja masuk pdahal laporan dri BCA sudah sukses , ini gimana urusan nya kurang tanggap sekali pada keluhan pengguna , livechat tdk membantu , sediakan livechat via Whatsapp jika bisa , agar Fast Respons !!! Tidak ada penyelesaian sama sekali , kntl !",1,Negatif
"Aplikasi ini semakin lama semakin buruk sistemnya. Aplikasi lelet walaupun jaringan bagus. Seringkali saya melakukan pembelian voucher berhasil, tetapi dana tiba-tiba dikembalikan tanpa alasan yang jelas.. mohon diperbaiki lagi.",1,Negatif
"Kecewa, harusnya klo transaksi hrus upgrade dulu top up juga harus upgrade dulu! Jadi gak bikin uang saya terkunci gak bisa di pke transaksi!! Udah mh upgrade gagal terus! Kenapa sihhh!!!!? Klo udh kaya gini gimna, uang saya jadi ketahan gak bisa di apa""in😭😭😭",1,Negatif
"turunin lagi bintang nya,ini udah beberapa hari tiap jam 6 sore ke atas wib ,sering eror2 gak jls gak bisa ngirim lah,apk gak bisa terhubunglah,padahal jaringan bagus,makin kesini makin suka trouble2 gak jls,tolong segera di atasi,live chat tidak membantu krn ketika klik live chat muter2 kyk gk ada jaringan,pdhl sinyal baik2 saja,semoga cpt di respon",2,Negatif
Ini aplikasi keuangan paling berat dan ngelag sepanjang peradapan...coba developer bandingin sama ovo dan link aja...jauh lebih bagus..aplikasi tiap malam dalam pemeliharaan apa apaan ini,2,Negatif
"Semakin kesini semakin ampas, server kacau lemot, sinkronisasi lambat banget kadang ga sinkron dan gabisa transaksi. Kecepatan internet ku juga cepat. Kalau pagi masih bisa lah meski lambat, kalau malam kacau. Kembalikan dana ke versi yang dulu aja, lancar gak ada kendala enak dipakai dengan mobilitas cepat, yg sekarang bukannya mempermudah malah mempersulit (dalam artian kalau gaada dana kan aku pakai yg lain yg no kendala). Shopee meski fitur seabrek tapi ringan no kendala, ayolah bisalah",1,Negatif
"Dengan adanya DANA sudah sangat membantu transaksi keuangan, jadi tidak tergantung sama mobile banking.. tapi tolong saat masuk menu kirim uang loading nya suka lama.. kaya ngehang.. tingkatkan lagi servernya bos..",5,Positif
"Heran sihh sudah beberapa kali refresh ,, keluar masuk akun juga sudah beberapa kali tetap saja tidak masuk saldo, top up berhasil di lihat di riwayat tidak ada dari,, tempat top up sudah sukses masuk ,gangguan apalagi ini ,, apa hp punya saya kurang bagus apa gimana bingung sih ..semoga membaik lagi lah agar nyaman mengunakan nya 🙏🙏",1,Negatif
"Sudah mulai tidak bener ini apk,bukan satu kali saya topup tetapi saldo tidak masuk. Mana penanganannya lama. Jawabannya itu2 saja. Sunggu sangat menyusahkan,bukannya membantu. Saldonya di butuhkan cepet,tetapi saldonya malah hilang,mana bertele-tele penanganannya. Nanti ujung2 nya saldo hilang selamanya. Sangat tidak rekomen",1,Negatif
"Mau daftar aja susahnya minta ampun. Katanya akun sy blm bisa di gunakan, srh milih2 gambar bus, motor, sepeda tp ttp aja ga bisa masuk/daftar.aplikasi ga guna... Sory klw gw unnistal. Bintang 1 sdh terllu bagus buat apk ini.",1,Negatif
"Fix hari ini uninstall dana,setelah tiap hari ada aja masalahnya. Transfer sukses tapi uang kaga diterima,transfer sering pending,udah top up saldo tidak bertambah dan lelet banget cara mengatasinya! Ayo semua pindah ke app sebelah aja jangan pake dana",1,Negatif
"Ni bagaimana ya min solusi dan tindakan dari pihak dana, saya top up saldo Rp. 3.400.000 gamasuk masuk saldo nya ke akun saya sampai detik ini juga, padahal top up transfer berhasil, mohon dibantu min jangan sampai ke pihak berwajib min soalnya banyak yg sudah kecewa top up tapi saldo tidak masuk, berarti sudah kasus penggelapan., tolong dibantu min",1,Negatif
"aplikasinya sudah sangat buruk sekali. kirim saldo sesama dana ga bisa, terlalu sering terjadi. udah gak nyaman, mending pakai dompet digital lain, ini aplikasi makin dikembangin makin ga jelas.",1,Negatif
"Makin banyak fitur malah pelayana dan sistem makin gak jelas, udah lah gak usah bayakin fitur cukup kayak 2 tahun yg lalu fitur sedikit tapi transaksi lancar terus, saya kecewa dengan dana yg sekarang ini transaksi sering ghoib padahal saldo udah kepotong tapi transaksi gak muncul di riwayat transaksi, ya kalau cuman 10 ribu gak masalah",1,Negatif
"Realy, dana semakin buruk apss nya. begitu buka apps, banyak delay, gangguan fitur, Pemeliharaan gangguan, banyak bug, dan bisa di curi atau di tarik kembali dana kita.,? Keamanan nya sangat buruk",2,Negatif
"Saya pengguna dana sudah lama banget. Dulu bagus dan nyaman gunakan nya, tetapi lambat Laun sering terjadi error dan potongan dari bank ke apk dana dikenakan admin. Tolong perbaiki sistem nya dan untuk kebijakan nya mohon agar diperingankan lagi potongan nya. Terimakasih.",2,Negatif
Kenapa sering kali kalau top up saldo ga bertambah. Aplikasi gede tapi ga berkualitas. Jadi ini gimana saldo saya kemana larinya. Kalau pun gangguan ya gagalin aja pas mau top up jangan uda top up berhasil via acount virtual saldo ga bertambah jadi bikin selisih paham sama bri link ny. Saya tau setelah ini kamu akan balas mohon maaf atas ketidaknyamanan nya. Saya ga perlu maaf kamu. Saya perlu upgrade aplikasi kalian ini . Hewan aja bisa simbiosis mutualisme. Masa kalian enggak!,1,Negatif
Saya kecewa dengan updatean yang terus menerus tapi tetep saja banya gangguan.. seperti baru saja top up di notifikasi masuk tapi setelah di cek belum ada yang masuk.. tulisannya eror eror terus enak dana yang dulu.,1,Negatif
"Banyak masalah bug Sering kali error saat dipakai, login ulang malah gagal terus. Disuruh update ke versi terbaru, padahal udah versi terbaru. Customer servicenya sangat jelek, tidak memberikan jawaban yg memuaskan. Tolong lah diperbaiki hal-hal begini, sering kali transaksi penting gagal. Gara-gara banyak errornya.",1,Negatif
"Kenapa saya tidak bisa masuk aplikasi dana sata, selalu muncul verifikasi, sedangkan semua benar,, tolong jawab Dan bagaimana cara menghubungi dana, kalu terjadi masalah sprti ini, kadang muncul updet versi terbaru, sedangkan sudah ter uodet",5,Positif
"Selama ini baik2 saja saya rasakan,kenapa malam ini saldo saya hilang 500 rb,saya sering melihat komplain cust lainnya yg hilang saldo,tapi malam ini saya baru merasakannya,mohon bantuannya untuk mengembalikannya,di lihat riwayat transaksi error,di lihat di pesan masuk ga bisa buka hanya blur putih saja..mohon panduannya admin.",1,Negatif
"Saya menggunakan aplikasi Dana sdh 1 thn, utk bayar kartu kredit, token listrik dan transfer2,, tp hari ini knp gak bs dibuka ? Keterangan Verifikasi Akun terus, padahal sdh masukkan PIN,, biasanya beberapa detik langsung masuk,",5,Positif
Tolong min. Kenapa dana tidak bisa diakses. Saya sudah uninstall kemudian instaal ulang lagi. Ketika di input password kenapa tidak bisa masuk. Mna saldo msh ada didalm dana lagi. Segera diperbaiki. Jangan sampai apk dana jadi aplkasi penipuan. Saya sudah lama menggunakan dana. Baru x ini bermasalah.😡😡😡,1,Negatif
"Sangat bermanfaat sekali,,tapi saat ini sering error..coba keluar malah sulit sekali masuknya..tolong sistemnya di perhatikan lagi jangan keseringan sibuk kita semua tau cs nya yang jawab robot. Tolong donk pelanggan butuh pelayanan",5,Positif
"Sekarang sudah masuk top up via Alfamart. Tapi jgn nunggu ulasan keluhan dari member DANA terlebih dulu dong baru diperbaiki sistemnya, gegara top up ga masuk & halaman transaksi error ga muncul riwayatnya. Bilamana akan ada maintenance sistem aplikasi yg efeknya gangguan sementara waktu, alangkah baiknya di infokan terlebih dahulu ke para member.",5,Positif
"Makin lama makin banyak menu, bikin proses jalan aplikasi jadi lambat... Mana sering error pula... Tambah lagi sekarang banyak tambahan biaya2... Makin kesini makin payah aplikasi mu...",1,Negatif
"Terlalu sering error. Stuck dibagian verifikasi. Saran aja mending kasih fitur pilihan mau aktifin verif atau engga. Karna udh emosi bngt gara2 verif ga masuk2 pdhl jaringan bagus, udh coba wifi, hotspot, data. Bahkan gada pemberitahuan error atau down. Tolong segera dibetulkan.",1,Negatif
"bisa diandalkan kapan saja, di mana saja. Dengan DANA, kamu bisa bertransaksi non-tunai bahkan non-kartu untuk kebutuhanmu sehari-hari, mulai dari transaksi pembayaran offline, hingga bayar tagihan & cicilan secara online. DANA juga punya banyak fitur yang membuat pengalaman transaksimu lebih praktis & cepat. TULISAN DOANG NYATANYA SEKARANG BNYAK ERORNYA",4,Positif
Ketika mau kirim sistem dalam perbaikan.. ketika mau liat riwayat sesi berakhir.. gk ada yg bisa di buka.. padahal pengguna lama.. trus saya instal buat apa gunanya..,1,Negatif
"Aplikasi selalu eror, mana duitku banyak lagi disini, setiap masuk kedana pasti kadang relogin/disuruh login ulang, pas masuk ga bisa bilangnya erorlah loding nya lama banget lagi, pelanggan banyak pula yang kabur gara gara ini, sebaiknya eror dan bug harus diperbaiki sepenuhnya agar tidak seperti ini lagi!!!",1,Negatif
"Tolong banget ini, saldo saya masih lumayan bamyak. Tapi mau transfer atau penarikan gabisa keterangannya sibuk dan mau live chat atau keluhan di menu riwayat tulisannya error ditambah lg keterangan sesi anda sudah selesai silahkan masuk kembali. Bagaimana solusinya? Tolong dibantu",2,Negatif
"Keseringan gangguan. Orang kalo lagi butuh cepet transfer jadi susah, karna sedikit sedikit dalam perbaikan. Eeq kucing. Kalo gak sanggup jual aja aplikasinya ke development yg gak lelet",1,Negatif
"Makin lama makin berat aja ini aplikasi. Untuk lihat saldo, isi token listrik dan yang lainnya aja lama banget yang ada muter2 terus harus nunggu lama banget g bisa2. Sering update tapi cuman tambah berat aplikasi aja bukan tambah lancar dan lebih mudah",1,Negatif
Kacau Apk E-walet Yg satu nih.. Erorr mendadak itu prioritas utama mereka spesial untuk kenyamanan pengguna. Info kalau ada perbaikan bukan hal penting... Saat Ada kita ada urusan penting Pada waktu itu juga yg tidak bisa di undur... Seenaknya nya.... Langsung Disuruh update ke versi terbaru... Namun Tujuan nya menambah masalah kita pengguna apk nya. Bukan mempermudah.... Stelah di-update Malah menambah Korban..kita pula lg yang erorr... lsilahkan update untuk login aplikasi login.. lubang,1,Negatif
"Tolong lah masuk ke menu aja gak bisa ... Di tampilan suruh update.. sudah update masih gak bisa .. di copot di pasang baru aplikasinya.. masih tetap gak bisa ... Mau hubungin bingung kemana.. lewat email gak ada jawaban, di telfon gak di angkat... Solusinya .. saldo saya masih ada di dalam aplikasi",1,Negatif
"Baru update malah nggak bisa login. Cuma sampai halaman masukan PIN. Ternyata banyak yg ngalamin masalah setupa. Jgn disarankan live chat, buka riwayat atau apalah itu. Jelas-jelas aplikasi tdk bisa digunakan kok malah nyuruh live chat dgn cara buka riwayat transaksi. Kalau merespon/ngasih saran yg masuk akal",1,Negatif
"buka aplikasi terus diminta untuk update ver terbaru, setelah update malah gk bisa digunakan dan diminta update kembali, pdhl sudah memakai ver terbaru, bukannya lebih baik malah jadi error. maksudnya gmna yaa tlong diperbaiki klo begini kan transaksi jadi terganggu dan terhambat",4,Positif
"sementara bintang 2 dulu, masih sering pembenahan sistem... heyy wahai pihak developer kalau memang belum bisa backup sistem dengan baik lebih baik di sederhanakan seperti dulu tidak perlu terlalu banyak fitur, bukan ranahnya fitur aneh aneh kami cuman butuh topup topup dengan cepat, simpel bukan malah setelah isi saldo dana mau di pakai ""untuk sementara fitur ini tidak bisa di gunakan cobalah beberapa saat lagi"" padahal itu fitur paling intinya dari apk dana, kayak gitu kok tiap hari",2,Negatif
"makin lama, makin gak jelas ini apk,, sering banget error. Udah gitu errornya lama banget. Disuru sabar menunggu. Sabar mulu. Tapi penangannya lelet banget... Mana usaha pake apk ini lagi, udah banyak pelanggan kabur gara2 sering error gak jelas... Pantesan makin banyak yg ngasih bintang 1..",1,Negatif
